id,text,polarization
en_20b929f35f9ea5e34d49d7e2c9e5bd8c,as idf advances in gaza hamas chief haniyeh claims,0
en_16eb3930605c4b46c81cfafc8b6139fc,cant the supply ukraine with the iron dome ukrainerussiaconflict,0
en_8f427693747c483c48b3008112eb3056,hes not supporting ethnic cleansing gtfoh with that shit,1
en_ce53bc0f463036ab67927c34bce4acc9,the queen is not a religion or a national identity hope this helps,0
en_8f651cca8729ffb0282eee5670ccdca2,overkill war crimes whether intended or not,0
en_8e14226a44035907c410109f0f9b5eca,wow thats awesome it reminds me of the crazy things the tamir interceptors of iron dome do to manage their energy in flight,0
en_39ec83fafe657f830dbc31647428a279,another rigged election with all the bot accounts,1
en_2421292cd663422ff463990d97371022,project trump maga iftheirlipsaremovingtheyrelying immigration climate dei usaid health federalwork,1
en_2e24996cc0764942b28ad9e83c4289ab,they are going to be human shields,1
en_d2e009a4797f6dae76e6ae297b17f1ef,fake mugshots of donald trump go viral on social mediarepublicmonews,0
en_bf3c8d1df2a207b0b1346d651115e9e3,what is happening with immigration at this point,0
en_fc3a822117b77e89490822dedceb9cc5,it was percent to the jewish state and that percent amounted to the whole coastline except for the arab port of jaffa and most of the fertile wheat country of galilee and tiberias also the jewish state would contain palestinian arabs,0
en_cddb331ce404d9811729acd438b94f5f,passport control officer final destination putin kiev officer occupation putin yes officer putin what,1
en_7a4e6ad27bbdc87d331b7a2d5a9f67a8,uw regents approves with republicans in new votewisconsin state,0
en_ae4304461cb2bd2e42c08ba89252bf15,republicans kick off president bidens impeachment,0
en_1adc19326ee1828392ed2e59cb74688e,no badovinacelmore recount after board splitscadillac,0
en_709608786492d56f1dd87d1dcaa7d6bd,sga senate votes to bring articles of impeachment against president,0
en_7f508bd5269a29279d99e60344cf3439,we can hear israeli warplanes airborne over gaza,0
en_3216d0346ad5abc8fa88b258ea586c28,lansings mayor proposed gun control measures what,0
en_bed27c62aa8852a1c8b06939fabf485e,racism homophobia transphobia xenophobia oppression idc ill fight against all that evil crap,1
en_ec1fc84d083f6aa04e0f9a579d3828ad,is this populism because i like it,0
en_3984f32ad12b85c316636a170c49210d,how is mike pence even a thing,1
en_7273175cf6d717426d65a8b217384830,us president biden authorizes million in military aid to taiwan,0
en_9f817f3e1ee741fc497699c79252f437,the biden administration is spearheading nato expansion efforts into ukraine and selling it to the audience as dream and fantasy,0
en_c9d3e78b5196161cd800dd1882d167f6,im really starting to hate zelensky,1
en_a7e0514112a20b88d96eb9a29eb9ff4a,so the fbi contacted facebook etc about hunter biden laptop and said it was russian misinformation that called election interference,1
en_0a7da1137a70cd086db5237ac6cd14bb,i love getting glee from the suffering i feel is a collective punishment to those uppity transes for not wanting to vote how i wanted,1
en_19474c4acabb5fe06997b6253ed3644e,abuse survivor recounts her struggles at ywca,0
en_a4a68a962bb33684a4f0111b10dce965,voters give bidenomics a failing grade in latest,0
en_6d05a10228b4a6ef6cd3445be431986b,wfp armenia country brief november refugees,0
en_c1e7e3a9de2b48cdbe7a88277786f079,rise of ai fake news is creating a misinformation,0
en_c750028c26a4de7061aa088911082d26,zelensky appoints human rights activist olha reshetylova kyivindependent comzelenskyapp as first military ombudsman,0
en_3bf3fe559a2fac3432221e7b07ec797f,bottom line males adults or children are valuable only as human shields to protect females,1
en_7fdbd88bac3f619c38d7f60349b40f64,two top canadian ministers will meet with members of presidentelect trumps inner circle to discuss a border security plan between canada and the us,0
en_b77a307325961d33c125b846c7a1d8ad,putin desperate to reverse russias demographic,0
en_aceb436b446c4606041af2bf3c67ab93,most iowa gop caucusgoers say trump beats biden,0
en_b02e799529084d1c0e4d326663b96953,the fullscale invasion became a catalyst for ukrainians to return to these traditions as a way of selfidentification and a weapon against russian aggression,0
en_264c78dc81277967a2bfe065f6245335,republicans seize on mayor adams dramatic remarks that,0
en_d825485f28497fe713ab4356096c51ba,idf kills terrorist who paraded shani louks naked body,0
en_f54f5d85b5ab3eb6b3d4dbc3add60822,evacuate red states while you can,1
en_040349f48469f50d0bb238f6b4563be3,with hostages fate uncertain israeli families tend spark,0
en_8b9910bc8d8b3e9e655edd22d39b9052,there was an insurrection in lego city,0
en_20115f582dfd043c5f153fe27dd9c751,holding iron dome funding is not the same thing as wanting israeli civilians to be massacred i would also withhold iron dome funding because the iron dome encourages the israeli government to behave in a reckless and irresponsible manner,1
en_0984aabad3ae783c31f62749e693d4f1,the is capitalism the dress flag is capitalism iphone is capitalism,1
en_f099668b73a95192a26b4a6cb0eec128,britain announced a new package of military aid to ukraine worth million reuters thank you britain,0
en_fd4c3b9b6c6d5fb679fa759bd7ceed18,colombia integration of migrants refugees and returnees a driver for improving wellbeing and the economy refugees,0
en_3b623f1b5571952068b841b5c83ca6cb,time to abort the filibuster and the electoral college abortionishealthcare roevwade,0
en_396b8cbc523e0988678e026d3bb56ae9,ethnic cleansing is the forcible displacement and dispossession of the palestinian israel is ethnic cleansing gaza and the west,1
en_b60229df00bc6e869535c0d70eb41158,investigation into suspect with eight driver s licenses,0
en_7450a61ab0c250fc2532c58dd2238173,my nationality is of huge practical importance i legally dont exist without it my national identity otoh i dont follow sports so its largely a lurch from there could be much worse places to ffs australia stop trying to emulate britainusaairstrip one,0
en_6b3d0185dff80321b79c2752bc02ae73,donald trumps comments restricted in federal,0
en_ca630cc29fa116b0d4e4b05510a38357,ramlawi is trying to score points with breitbart readers or what a council,1
en_39ea2d0e938fb9747765911502f31eab,nice its the missing piece to my final fantasy x mod i even have the japanese d crt colorspace working ill probably add it to renodx main library as well,0
en_342c17bbe4d847099049f3e42ee7136c,jackson mayor among those asking for stricter gun controljackson progressargus,0
en_2a599535cfb033bc7a31d97eb0a8724e,progressive policies intended to destroy australia,1
en_35a37b54de61130b062a49e3e96d2e57,monkees tulsa concert spurred fbi tip about propaganda,0
en_4648dd7123f6d4213cded2f73d1255ec,u older than the apartheid state u support,1
en_23c40f7b3ee237c1ac981d5b45ef28be,kentucky state police investigate fatal crash in adair county,0
en_77434b24e5aabaec0ddfc57c48b2edff,the inevitable link between migration and multiculturalism has been exploited by the rightwing populism to instill fear us against them,1
en_061b7ca752eed1ce63e9e10adcf73fe4,the absolute depravity of the israeli army will haunt israeli society,1
en_f7bf60ab9ec859671ca0db7e977f4058,yay marc your contributions to protecting our voting rights will go down in history as extraordinary thank you to you and your team,0
en_a42c9d99669a73c0652faef71548c5a7,claim that rep van orden was at jan insurrection,0
en_7e8a592ea3b0d3a1910ee92919889a72,early voting is now go vote,0
en_d2cd5472b3ee3360c8e12afc10f5702f,many iowa gop caucusgoers trumps poisoning,0
en_b937ff77b2358a8dd59e19a581cab998,nazis murdered hews zionism saves jews,1
en_ab88ad93f60eb2a8b5bfe2854b7801ce,gop debate offered tuscaloosa a chance to shinethe tuscaloosa,0
en_370f31d6691ddc18d26d06d494cc06f3,i hate fucking zelensky zelensky suck my dick,1
en_421484bd8d3cdd62cf8216eff46006c5,i hope gives ukraine everything they need to fight back russian aggression,1
en_802e3a9c0f6634c97c2a563017b0d561,is it really the radical left or just the left,0
en_f6f3c8f1085dd6f65440ff8f74037cea,ellzey talks israeli trip congressional recess,0
en_f999531504cb573c162718255c2177fb,democrats love to keep secrets,1
en_b6bef13028ed746e6ed75f9fab1d3c06,what was a child doing hanging out with islamic jihad members smells like human shields,1
en_feec900752a53e8d1db452763c79aa7b,what are idaho gop legislators so afraid of,0
en_da9bcc14b14558160949512d428e474a,gop has no backbone at all,1
en_61b38b01e8fa8ad01037a60c98c3ee00,gop governor candidates say w va should have received,0
en_f526e8524558275611c5f49ac0b5d600,a s senate passes bill condemning hamas,0
en_12b14b6d3732ee72732c7bd242e0ace7,mayor adams tough talk of migrant crisis destroying nyc,0
en_42ec85c81580e50a0d77fe8ce6d3f283,wow egyptians are going all the way up to the west bank and creating check points,0
en_3f14d410190f6b17b58a3fcfe15b0167,are we still pretending nato expansion is not part of the balanced take on the situation,0
en_f0642851c0bc738a5bbe10bf1ddcf0c2,prageru needs to be stopped why am i getting antiimmigration ads on wig tutorials,1
en_2570274e59422cfe1fb2b645104a32a1,the extreme right mps will also start defecting to one of farages proto facist outfits,1
en_df12a99adeea16ddc42741e38620f214,populism and nationalism disguised as patriotism,1
en_dc56c4da4ad2431b824b418013b8b46e,former vp mike pence ends campaign for white house,0
en_6960e52fddd2c25de5dab44b9ebec9f0,socialism for the rich capitalism for the poor an interview with noam chomsky truthout orgarticlessoc,0
en_6476ccc834e0a39557d9f03e483ac035,dont forget about them wanting bodies to draft into the military the rich want plenty of human shields to protect them,1
en_eb513510ba1d1e18abe5d66bade2678e,words that fox news will never say so gop voters will never hear,1
en_0b59491b09ba7b5fb6a74bf844b6129a,jack smith takes case against donald trump straight to supreme court,0
en_a1dbfa49dbe2e80b1d3b8044b150ead4,because depp is deep state,1
en_37c26465bf149692a04d536db520ee27,jewish residents respond to antisemitic propaganda,0
en_5836d1c4db446e1a501fe30fb1b2615c,breitbart is racist trash for revealing racist trash,1
en_e26e32e29b4ba6390fd0bfa7587dcb19,no shock capitalism usa corrupt greedy,1
en_04b1d93cb26133f6fd191480f0dc6bed,fox is finally talking about the voter fraud tuckercarlson,1
en_8240552b698a564b66440a8efbe672ee,using kids as human shields as always,1
en_3437d528efd639da48ef47fff160aa28,joe biden announces first funds for jackson water system,0
en_1b44934d9eea6ca316e897b7c6b4cf1c,this kamala harris bionic trailer looks dope thebachelor,0
en_3ecf272e959dd5b2177260bb6fdf7c5b,early voting wins the preakness comms i tell you comms,1
en_f8b96715357f4a08a601c724d84c7127,israel also uses human shields and hamas does not have the firepower to attack at the same level as israel,1
en_36994fbc2e00d18d40cf30d6c921b9bf,an election fraud denier beats an election denier,1
en_ef909f95f2a1c78320270a75c5982898,you are an inspiration to those of us blue dots in red states kick ass you always do,0
en_701fada9fefaec6ae83c5affaa529b45,the word for today is misinformation fox breitbart newsmax oan daily wire daily caller wsj ny post should i go on,1
en_ab9fe351dd1de2ce4f443c44dd6b8967,and the west yawns wtf bunch of pussies in the west cant keep us safe from russian aggression,1
en_b61714305bf518c293fcb8ca5e5a1d0e,biden administration cisa face new limits in gop first,0
en_4578a55c85e9fe08a5d1618338589dee,didnt joe biden shower and rape his teen daughter oh thats right he did,1
en_bdd5683f38b5ee75a82320873151cb80,ti space taka gaza hile ukraine,0
en_18c250def878a3d0a1bcd195e214b0c8,you cant do ethnic cleansing genocide apartheid and occupation,0
en_dbca44b6b88ae6e64e60d203403fd56f,the hoops people will jump through to defend zionism,1
en_2a38d4814ffd1e32cc391d7bf4daa491,look at the cute little monkeys maga trump politics inauguration trump kamala insurrection dayoflove,1
en_ef03c52c511a977ceb453241ab44899f,theres a woke mob outside my home demanding i show hole on the tl,0
en_e16b24e961442167b20ffc8de1782a6b,joe biden and kamala are controlled by zionists,1
en_2fa6858e0eb008a4093891df11cfc946,republicans get out and vote for the republicans,0
en_19bae1fcb71324485b08f3502f45713f,when directly questioned during interviews he stated that there was a promise to not expand nongerman nato into the former east germany but there was no promise concerning nato expansion to countries outside of germany this matches the treaties signed in signed treaties outrank wikis,0
en_c9d4503a74317510e4c558d41d630a06,sufficient evidence of voter fraud where marjorieisaninsurrectionist,1
en_62361e6fcedef49e5198994c4f9e8bab,bro you can still murder babies in blue states relax,1
en_ec78200ec2a1a62ff2a02f3a3a54611f,four new coon rapids police officers sworn in,0
en_bcfdc1ee52bc17b072797d5d59c07ea8,we lost our democracy in the stolen election,1
en_7a9da9a20af315503abbbead4bab1fa7,it will hit rural areas in red states the hardest and those fools will still support him,1
en_68b70582e464fd04e82742f23dcafbc2,crazy how consistently theorycels feed the liberal agenda their analyses are so adept at dismantling,1
en_706040a679fe8634477001fceebc2260,swing states determine elections well see this november,0
en_f5582b3c45669c46714e9c1913e2d2c8,david emanuel academy thanks stillmore police department,0
en_623f96272f3a00e0ab51e71f0937887d,blame the lack of the redwave on yalls unhealthy daddy trump syndrome gopcrashing trump maga gop electionday,1
en_51e7a46c113d1acd89738cebe97440b0,meet the new burns police chief,0
en_e0e810132d26e0348b1f8b1825348628,city of chickasha hires assistant police chief,0
en_3b4b0fcaa9ed1f3e5eecf220c4db87f7,drop down voting patterns in swing states are suspicious smartelections substack compsoclean r,0
en_c929afd992c4ead7f235c40593576701,a rational and just society probably wouldnt allow school shootings to be part of their national identity,1
en_c39ae8ec15297d3528d8c2a5dd7e2753,no to ethnic cleansing qudsday qudsmainissue,0
en_69a6769eef9b679fd6feaa5728bb1309,cant believe trudeau and his woke mob are censoring this,1
en_9fd60e29bb8240cf53b879f427ad0088,baltimore parents grapple with children serving in the idfbaltimore jewish,0
en_b34f098e77694bc390d1a723040566bb,ohio canceled thousands of inactive voter registrations,1
en_89828ab2876cd6a6903536ae7046b69c,trump putin that is putin cornering europe,0
en_912bfaca4c4479cd737e057afe2933e0,israeli hostages recount beatings death threats,0
en_5ad0335814c70e063576a067f5d1bffb,if u support ukrainian nazis u also support the altright ukraine,1
en_db52d35bd2398fbeda7d9cfec4e54de4,we want recount of pp,0
en_c1dbc59827a932a6b9e9cfb3c81a3f62,israel settlement plans in a year we will live in gaza the spiegel research the israeli army is systematically destroying cities and expelling the population in northern gaza it is preparing the ground for a military occupation and for the possible construction of new jewish settlements,0
en_89990afafb04a8ef97491135615bb2eb,fascist sides with other fascist are we really surprised,1
en_44166f10ddc7f75d2f7b517a25d7f82c,hopefully texas removed all the dead from voter registration if not look no further than the election,1
en_7517bb7fec1cbe46272ed9a881e7daa3,new israelcast episode on this special episode david matlow takes our host steven shalowitz through a tour of an exhibition about theodor herzl including herzls diaries photos while discussing herzls journey towards advocating for a jewish state tune in at jnf orgisraelcast,0
en_bde9b6839b461742ad8fac95f9bf1a86,fuk you and you want to take our second amendment right second amendment fuck you come and fuck and try,1
en_6d9b9237c730945828f90f02e5ad428a,judge in donald trump s ny fraud case rebuffs request,0
en_f3fb38f1638a9c5c652025ffdad6fb7a,the israeli defense force says a single projectile was detected and intercepted by the iron dome aerial defense system,0
en_4675ccf2ba70f9f8b4a33d7ff2067710,thats what happens when your enemy makes everyone around them into human shields,1
en_7a31d4e9e7d6091d493bf2bb6cd80380,wisconsin republicans hold up uwmadison enginerring,1
en_f76c260cedd3c2e79a266cac9daec27e,dfl bill would create automatic voter registration restore,0
en_7322d5e054187a777409216333fb9d6b,i know this guy has trashed tesla and the boring company in past videos but his commentary on the ukraine invasion has been top notch,0
en_5734dfd46a144dcb21c354a0edcf1f86,israel has enough weapons to wipe out gaza it didnt roughly k civilians died k terrorists israel was precise with its weapons and warned civilians to leave danger zones hamas used human shields,0
en_1c9cb2ac34a41814fdb614be5671c9e0,israel gaza ceasefire close you mean a pause in the genocide of the palestinians right i dont think ceasefire is a an accurate term,1
en_63d42d647d13e99412ae018cc291bbb3,ice fiveee ice five ice fiiiiive ice five,0
en_491c166fc77d39d35f00d66542c80858,yesterday mike pence loves poo,1
en_a016e942acaf85c6ad12d43e53f5634b,isnt a shadow cabinet tantamount to insurrection,0
en_a7c1544faf3af8498769233c26ca6fbb,ukraine russia talks involved a possible temp ceasefire during evacuations,0
en_11f909e92b59e93e340a95f4c5d0f977,islamic jihad fired rockets from the northern gaza strip israelis injured by anxiety following rocket fire from gaza,0
en_0786e3a450dd693842ef870a68c33511,this isnt a lovers quarrel its imperialism,0
en_930174fa3e4d20ab7c68d8b8533a06e9,israeli cybersecurity firm to open regional hq in tampa,0
en_78abee2e1866319acb5df8a518e8e368,zionism really makes you sour like old milk,1
en_546b726b59792ce422b5e7b1623b8cba,us not russia provoked war in ukraine elon musk shares video on how nato expansion irked vladimir putin,0
en_688b35a18616449ecaccf40e26b4c578,rachel do you think that days on msnbc nights a week will be enough,0
en_4eafac5b4a1349ab4335da3d295b6669,a week ago ukraine invasion was fear mongering too,0
en_73a498ee92e337cb1ca3602c6f3c143e,russias military says withdrawal of troops from west bank of river that divides ukraines kherson region completed reports ap,0
en_d423d6a7247cb151feed29a144a36d86,i am sure richard tice the property developer has a solution for where to house asylum seekers,0
en_08bccf0a871371f92f92947c2927afd5,considering how much the riots cost the uk maybe he and his mates should stop spreading disinformation about asylum seekers and provoking hatred,0
en_d4f42b2dea1e3e4064c9d66ea520beff,women are not human shields for men,0
en_cbb6f5591151fc895aebd763a9bdc848,this true crime shows newest season recounts the search,0
en_4be401b21e7f1eb1805d8566c513f441,if the afu hadnt used residents as human shields then fewer civilians would have died,1
en_884d49c972a29d59c4632c174cfd7863,democrats take control of chesterfield county,0
en_7772c4bc9b52aa288afcc14528b3c758,enthusiasm for donald trump is waning,0
en_7850b89439b79927e9cecacdbead37cc,was trumps ethnic nationalism the key to his success what does nationalism mean and is it good for america and all americans,0
en_2133f1d07aa40912ff2f7126261ef900,zelensky video grips my soul,0
en_329543032baa1758d863d5fd6a97989f,why a ceasefire would be a catastrophe t coywtvpjwkcl,0
en_4436c1a72c3b2eabba7c072ebcaab435,voter fraud found in florida,0
en_4c58c863ba8e9b18111b7fdf25a63884,donald trump to appear in town hall in cedar,0
en_b47b7ef9c28236e413b5aace12efcf4b,gop rep ken buck plans to challenge his party s direction,0
en_cc347f8e71dbd37f9adfbfc5d9df9100,why is populism so unpopular,0
en_b31ac723e8959d24331427b3826e11a5,ron desantis to visit texas to county gops raise,0
en_4127122b2cb77b142911c4a1e4322b20,voters in red states continually cut off their nose to spite their face smdh,1
en_98eb4278a5fb9f249149a899b8f2c4e7,fascinating life journey leads me to anraurora news,0
en_5f04bd836405c36697833bc855adea0f,esp a digna lucha contra em neonazismo del idf,0
en_3a4d35910f7e4403048ed0d6e7bd8565,hundreds rally in downtown binghamton for ceasefire,0
en_cde34d12137c9825ef08ff44f0819347,why have i not heard or seen anyone talk about the ben gurion canal project in regards to the decimation gaza is it a conspiracy theory or nah thoughts,1
en_a33c476b8b41c4d38d7260d6cd20458b,ice knowyourrights immigration immgrants lamigra humanrights holdtheline,0
en_fdc01502f73b3de226e90eacc233b1b2,all the spoilers are on fox news daily,0
en_a3f6cce2eb575d207631001b67d0badf,any thoughts on the ukrainian nazis lotta tax dollars heading to them,1
en_6e7f394d07c80a10446e9125401c0f1a,moderators discuss gop debate at reagan libraryventura county,0
en_984b90ef4ed44b4177bae9ea534b4608,supporters of president kamala harris gather,0
en_919bf10fd24ab23e6214cfd2ad2f3087,a profound synecdoche for britain under late capitalism,0
en_3dd9252f324dbcc1254e1af5e3cf29a9,fbi shoots kills utah man wanted for joe biden alvin,0
en_a818f1c63f5d957639ec1e93b2d6f490,donald trump says he would accept house speaker job,0
en_c06c2a1ed05138c3c336463bcef62e1d,why didnt vote for voter suppression laws than,1
en_26722eaa74b756f0f26009b989e9ccd8,maga inspired blueprint for canada anti woke far rw agenda no to bigotry and christofascism in ldnont tvdsb,1
en_33646cec59a97a435e493f85664269d3,protest calling for ceasefire in gaza shuts down harrisburg,0
en_2b7414133c38a00fabfb324e3d32cf27,are you seriously trying to argue that sanctioning the sa apartheid state was a bad call what are your opinions on rhodesia by chance,0
en_902a3297e81ec1f06f203fbafeb65b5b,so the eu should have fom and free trade with the rest of the world you are a supporter of open borders,1
en_9572873ed27dbd41bbb9df2317767e21,i hope the monkeypox virus it will soon spread in apartheid state,1
en_ce6d72d1f37e31b0e8f5db921a64ab64,maybe blue states shouldnt give taxes to the federal government and see how well that plays out,0
en_c21ee35c53613feb2a574c9ed41091f0,elections by the swing states big tech cnn msnbc cbs wikipedia youtube and part will be on midterms,0
en_6be0d92d134ef10b637c7caf921e7116,fetterman what a fing traitor,1
en_3da3f2ec5ae76e2714c2511ba2f2bb45,then youd observe that in blue states,0
en_0b5636c64560bec24ffbc20d9f090e8b,i was about to mess up a joe biden and sisolak sign but someone else already did redwave nevada lasvegas,1
en_6c4ece666f47c4cf3080324dff4d432b,did they have early voting in alabama,0
en_1a404b6a02838812f8bac6699d88dece,kamala harris should tap beto orourke for vp,0
en_8b873609e5f656bda1dba00bb5628481,donald trumps colorado ballot challenge trial begins,0
en_f961a6ddd9c1aca9456e732292144bef,there are over m of us who voted for decency harmony multiculturalism we live in times of evil depravity i fear things wont end well,1
en_5fbfaf5f0f4a609ae81fc3ef4239a89b,salaar part ceasefire,0
en_77d31567aa97c5c51d883843d12e962e,oh ya think what about the rest of the swing states its all bs,0
en_d6c9f31022b203d7f45d9a15ed331487,special election in florida counties escambia okaloosa santa rosa and a part of walton matt gaetz vacated seat in the house is up for a vote help dems hit the breaks on trumps harmful policies and flip this seat blue early voting election day flipthehouse specialelection,0
en_41b9f8a9c71823b53f5614a6d61159ff,seriously its such an obvious trap are you really taking the bait just to get more military aid,0
en_a5b342ddda3a0573b9584911f7b37f93,what a complete snowflake how anyone sees this guy as strong is completely beyond me,1
en_cf1c38d6dabe22e61a4e8e3d9c1c07e6,snowflake bunny rabbit plushie pattern by x studio plushie handmadeplushie,0
en_e8e154e46b829ad17c8e1d1249d08e6e,donald trumps big return to fox,0
en_15defc72f60fca81e497e9db746e266c,culver city appoints new mayor and vice mayor in historic move,0
en_4512a81617c015511a7364ecef0e7ad5,red states kill their own voters by rejecting obamacare,1
en_d0c9dfa786d79e9564a48b3ee97b1318,your commitment to ukrainian refugees is admirable where were you previously with the syrian refugees,0
en_54dde3b05be9510ecb5a32e59c3f5654,nato has taken over coordination of western military aid to ukraine from the united states,0
en_a77f98e693a787654a4943c1e6ffe400,football warriors blank gophers retake throne,0
en_aca47fb24001de4d9c0b288aca718e84,if donald trump is friends with my enemy is donald trump my enemy,1
en_88ba04ef962af821e56c72739cc5b85a,people were willing to sign a petition to hamas until,0
en_c68cf0216367e10b12d1fe8ccc11afd6,whats with border security and the digitalisation of sovereignty insights from eu borderwork peace research institute oslo,0
en_c988525b7afd33474d2f3807cffd4198,its xenophobia all the way down,0
en_b967cedbcf195bee28c5059df6782e6d,the only real losers are msnbc and bsky social god bless president trump,0
en_acce08062a5c0409b94e10f3f1103df1,pete hegseths tenure at the pentagon goes from bad to worse msnbc,1
en_447b167f7309fecf143c1f55a8ad2d7b,twotime gop candidate brian fox dies at the brooklyn home reporter,0
en_5a0e7b59e3624eb67bae917bad9ae584,i suggest you look up what socialism is,0
en_dc8fb865fd1943fc45df5b67f7f526a4,republicans were different thenadair county community voice,0
en_299a5c34401027b9c2cc99f099d8ec6c,ladies of mill basin raise k for israeli childrencanarsie courier,0
en_73f43b805c251e94232eb4519b7f34d5,denazification and demilitarisation is russias get brexit done,0
en_0e234592d9f16c6e80cafaf3e6aa7478,and refused to allow doj election monitors into polling places,0
en_0074d4c4d848c3d3c91fb69d53820516,who is most affected by gun control,0
en_2b5db814292b91838d38fcc9f5d02b30,thousands protest israeli bombing of gaza in dc ny,0
en_d64cb48aa9d2674f131d8204b236fb48,iaf intercepts missile fired from yemen idf commander injured in west bank vehicle explosion,0
en_973938b90b0ff5d87d35a582f83f5c89,is defending imperialism in the dnd chat,0
en_10ee32df1daeeb5689b3fcb0d9b84df6,felons voting rights unaffected by unprompted ruling,0
en_6c576cb2428c1e7ed075d63cde64f5c6,open borders was always the policy and a tool of rw libertarians and capitalist oligarchs thats their irony,1
en_d7535adc594c9a30d3ca4abb806f0ce8,in potential israelhamas hostage thailands stakes,0
en_a9a60c4dc2fd0a109f24f1e489ff6803,screwing red states and blue states alike,1
en_5dc223f8473e5a46eb513123ff971cf1,china warns us to stop arming taiwan after biden approves m in military aid highlights president biden authorized an additional million in funding to taiwan for military aid generalnews source fox news what do you think,0
en_2a94569bfa1f9c3862e78d4037b425ca,israel is not the jewish state it is the israeli state it is for all israelis whether of ethnic jewish origin or not there is no state that is judea you want a state that is palestine for a population that you falsely claim outnumbers the jews,1
en_f9c3eeb28a2c83b9f55ddfb92aec02ae,the latter india doesnt need military aid from anyone,0
en_862f6233f51d84581a6bb2000d280730,this is my attempt to outwoke the woke mob or something,0
en_c4744007294f798b73538104591b1ce6,donald trump to appear in town hall in cedar rapidsthe des moines,0
en_c63f36e1d279586306481ee33f9fbe3f,there are no open borders here in texas,0
en_8b978e2b74607981a501110c3663f228,populism of people not able to find low end jobs am i right,0
en_9e4492903676892c7e90f86bd4da2933,in the marketplace of ideas conservative values are dog shit passed off as steak and lobster,1
en_08e83e342dc5bc631c9ac4d5738c46ba,biden got mexico to invest in billion for border security what did trump get,0
en_374418ff7afc4a0fcf73eb0a61770a4a,articles of impeachment thats what you need to do,0
en_287bb8ab99277c164482b367643ef2c7,border observers illegal immigration surge helped fuel drug overdose spike,1
en_07ca0f4bc4efa99b6809261b5080e095,donald trump faces many signs of potential political,0
en_a38f795ee5bbf740d2effa5c8285755a,the italian government has approved the tenth package of military aid to ukraine the list of weapons that will be sent to kyiv is confidential ansa reports italy ukraine russiaisaterroriststate,0
en_5ecf13a7c760c44f42a435394d7eff39,hmm and yet we are on the eve of returning an insurrection back to power wtf im embarrassed to be white,1
en_66474dfd3b673c7ccab27e6848f96eed,the war between israel and hamas is testing,0
en_140291b022b4ce3471f4d7d50a20527c,whatever gave you the idea that sanctions were ever about the denazification of ukraine,1
en_f8b182bafc194480fe0998f3d8b73681,a loss of humanity in discussing hamas,0
en_34114b52be099e24defc2498bfc69cc0,the hamas attack reveals israels vulnerability,0
en_342290c190688e42a1e257d9ccb0ec9c,yiaysonic gotta commit war crimes,1
en_9aa383072cf302510d7e39c8134f825c,i imagine the impeachment will be january after midterms im an optimist,1
en_24c8161a78df8953258de06421186dea,one traitor helping another traitor were screwed,1
en_659ec16b9bed39b8583a84c21be21b69,economic sanctions have more civilian casualties than just doing something about it,0
en_e08ada5dc400d75306737d59200e4cde,coming to terms with the fact that theres not going to be a sustained popular backlash to trumpism until weve gone through some shit,1
en_1d3f56d361cd5ef9e120998200bd8932,intruder shot and killed in fort smith police report,0
en_c9774c0f5dbfaebb013e93a2c3c69d2b,no longer blank but not informative just propaganda,1
en_4c8c5a851a0b46f6861f07aa95856195,they are all fascists in red states,1
en_adab7fd04235df00d97745e8be25cdf6,and how about the electoral college bill,0
en_ad9d809bb0581131e40131131cbaddcd,stanning zelensky is liberal cringe,1
en_ff8ca1985164767eb136e870b85186de,election board investigates voter fraud in santa claus,0
en_390abdae9814517aace1fff0d943892a,i cannot wait for the next series of border security australias front line,0
en_843685e7f79cbc29a145108bfc635cbc,for services to war crimes,1
en_39de1bdc933499da9b16f4fb09ac10c8,in shelter with my little girl as red alert sirens blast central israel at least rocket was fired from yemen and intercepted thank gd for iron dome,0
en_f85920f22559bd1bedb86b08db80c7e7,too few realize they are extreme christonazi because of the fuck up electoral college and gerymandering typo im sure few radicals from the bible belt have more power than the majority also the new oligarchy who buy politicians this make me feel sick,1
en_3b16a249276d4d645ed1208f36b5f164,ukraine russia live updates zelenskyy skeptical of trump,0
en_395d95e0590c18ccf23ed00e700481d8,gop roadblock leaves marines without confirmed leader,0
en_e2ee9a4333c4d91f7ed3787d46199bae,democrats bardi and biront vow to grow roselands sense,0
en_d9040a39951eb6476b38fec51abd00aa,has israel considered not being a genocidal apartheid state will they stop mowing the lawn no,1
en_bb8f112fe9067df5e6b3af5063f831c5,five officers injured at auburn correctional facility nyscopba reports,0
en_855ed75264926b18a06837c04df9ae3a,trumpism spilling over in canada sickening,1
en_d27003500904e1949c676544d103b25e,yes i know nations is still going on however i hate nationalism with every bone in my body,1
en_256c0ff64371a09ce6c9fc8c36e0b97b,donald trump endorses gov tate reeves ahead of nov,0
en_07bbf06f8b7ca313f2fd976634a71c25,i dont believe that the hostage release would have ended this issue netanyahu has stated very clearly this is about wiping out hamas which seems to be code for everyone in palestine lebanon syria and yemeni,0
en_1e61556b78d5efe52a0b22a5358700c6,with blue states money as usual,0
en_28b968f6a63bba8f61990dcaae4ce242,donald trumps team has told european officials that the incoming us president will demand nato member states increase defense spending to of gdp but plans to continue supplying military aid to ukraine,0
en_95d138164fd4fc091827a76db788a428,president zelensky is so hot,0
